Time (UTC),EnergyUsage,Apartment,Hour,DayOfWeek,ProfileCluster,ProfileLabel,AnomalyFlag
2024-01-01 00:00:00,2.4536005340000004,H101,0,0,1,Daytime User,0
2024-01-01 01:00:00,0.531644642,H101,1,0,1,Daytime User,0
2024-01-01 02:00:00,0.373950316,H101,2,0,1,Daytime User,0
2024-01-01 03:00:00,0.380457826,H101,3,0,1,Daytime User,0
2024-01-01 04:00:00,0.490260486,H101,4,0,1,Daytime User,0
2024-01-01 05:00:00,0.377852545,H101,5,0,1,Daytime User,0
2024-01-01 06:00:00,0.37694682399999996,H101,6,0,1,Daytime User,0
2024-01-01 07:00:00,0.371160962,H101,7,0,1,Daytime User,0
2024-01-01 08:00:00,4.294539577,H101,8,0,1,Daytime User,0
2024-01-01 09:00:00,2.260563618,H101,9,0,1,Daytime User,0
2024-01-01 10:00:00,0.36923818999999997,H101,10,0,1,Daytime User,0
2024-01-01 11:00:00,1.449884886,H101,11,0,1,Daytime User,0
2024-01-01 12:00:00,2.515489919,H101,12,0,1,Daytime User,0
2024-01-01 13:00:00,0.38346544799999993,H101,13,0,1,Daytime User,0
2024-01-01 14:00:00,2.396126714,H101,14,0,1,Daytime User,0
2024-01-01 15:00:00,2.4155714980000003,H101,15,0,1,Daytime User,0
2024-01-01 16:00:00,0.5517741039999999,H101,16,0,1,Daytime User,0
2024-01-01 17:00:00,4.458155926000001,H101,17,0,1,Daytime User,0
2024-01-01 18:00:00,0.3840505679999999,H101,18,0,1,Daytime User,0
2024-01-01 19:00:00,4.473093232000001,H101,19,0,1,Daytime User,0
2024-01-01 20:00:00,2.4533890770000006,H101,20,0,1,Daytime User,0
2024-01-01 21:00:00,0.37927781399999994,H101,21,0,1,Daytime User,0
2024-01-01 22:00:00,4.355773408000001,H101,22,0,1,Daytime User,0
2024-01-01 23:00:00,4.26659008,H101,23,0,1,Daytime User,0
2024-01-02 00:00:00,0.48675890599999994,H101,0,1,1,Daytime User,0
2024-01-02 01:00:00,4.25284057,H101,1,1,1,Daytime User,0
2024-01-02 02:00:00,2.3348647720000004,H101,2,1,1,Daytime User,0
2024-01-02 03:00:00,0.37755365999999996,H101,3,1,1,Daytime User,0
2024-01-02 04:00:00,2.4331573060000005,H101,4,1,1,Daytime User,0
2024-01-02 05:00:00,2.297150182,H101,5,1,1,Daytime User,0
2024-01-02 06:00:00,0.37530943399999994,H101,6,1,1,Daytime User,0
2024-01-02 07:00:00,4.2002503440000005,H101,7,1,1,Daytime User,0
2024-01-02 08:00:00,4.600836061000001,H101,8,1,1,Daytime User,0
2024-01-02 09:00:00,4.5436879480000005,H101,9,1,1,Daytime User,0
2024-01-02 10:00:00,4.485313154000001,H101,10,1,1,Daytime User,0
2024-01-02 11:00:00,5.176879931000001,H101,11,1,1,Daytime User,0
2024-01-02 12:00:00,2.5429359090000005,H101,12,1,1,Daytime User,0
2024-01-02 13:00:00,8.561706236,H101,13,1,1,Daytime User,0
2024-01-02 14:00:00,13.439792702000002,H101,14,1,2,Evening User,0
2024-01-02 15:00:00,11.531275582000001,H101,15,1,1,Daytime User,0
2024-01-02 16:00:00,9.560884301,H101,16,1,1,Daytime User,0
2024-01-02 17:00:00,12.945559432,H101,17,1,2,Evening User,0
2024-01-02 18:00:00,19.927184246,H101,18,1,2,Evening User,0
2024-01-02 19:00:00,35.333548507,H101,19,1,2,Evening User,1
2024-01-02 20:00:00,38.891210188,H101,20,1,2,Evening User,1
2024-01-02 21:00:00,23.064422710000002,H101,21,1,2,Evening User,0
2024-01-02 22:00:00,20.902337307000003,H101,22,1,2,Evening User,0
2024-01-02 23:00:00,24.403571648000003,H101,23,1,2,Evening User,0
2024-01-03 00:00:00,16.599291189000002,H101,0,2,1,Daytime User,0
2024-01-03 01:00:00,9.213540925999999,H101,1,2,1,Daytime User,0
2024-01-03 02:00:00,10.638130657,H101,2,2,1,Daytime User,0
2024-01-03 03:00:00,9.002922604,H101,3,2,1,Daytime User,0
2024-01-03 04:00:00,9.058567722,H101,4,2,1,Daytime User,0
2024-01-03 05:00:00,11.171085049,H101,5,2,1,Daytime User,0
2024-01-03 06:00:00,9.537361376,H101,6,2,1,Daytime User,0
2024-01-03 07:00:00,13.578847450000001,H101,7,2,1,Daytime User,0
2024-01-03 08:00:00,23.458957351000002,H101,8,2,2,Evening User,0
2024-01-03 09:00:00,21.288204884000002,H101,9,2,2,Evening User,0
2024-01-03 10:00:00,9.949022147,H101,10,2,1,Daytime User,0
2024-01-03 11:00:00,11.873041136000001,H101,11,2,1,Daytime User,0
2024-01-03 12:00:00,22.136896970000002,H101,12,2,2,Evening User,0
2024-01-03 13:00:00,7.844805453999999,H101,13,2,1,Daytime User,0
2024-01-03 14:00:00,12.388634243,H101,14,2,2,Evening User,0
2024-01-03 15:00:00,14.22502345,H101,15,2,2,Evening User,0
2024-01-03 16:00:00,13.635040732,H101,16,2,2,Evening User,0
2024-01-03 17:00:00,17.974870606,H101,17,2,2,Evening User,0
2024-01-03 18:00:00,10.888485744,H101,18,2,2,Evening User,0
2024-01-03 19:00:00,16.412706478,H101,19,2,2,Evening User,0
2024-01-03 20:00:00,12.986848398,H101,20,2,2,Evening User,0
2024-01-03 21:00:00,18.153791814,H101,21,2,2,Evening User,0
2024-01-03 22:00:00,18.322580072,H101,22,2,2,Evening User,0
2024-01-03 23:00:00,17.822960039,H101,23,2,2,Evening User,0
2024-01-04 00:00:00,12.188423685,H101,0,3,0,Daytime User,0
2024-01-04 01:00:00,16.109742765,H101,1,3,0,Daytime User,0
2024-01-04 02:00:00,16.731710375,H101,2,3,0,Daytime User,0
2024-01-04 03:00:00,13.867413108,H101,3,3,0,Daytime User,0
2024-01-04 04:00:00,15.458982375,H101,4,3,0,Daytime User,0
2024-01-04 05:00:00,14.880675717,H101,5,3,0,Daytime User,0
2024-01-04 06:00:00,13.800387594,H101,6,3,0,Daytime User,0
2024-01-04 07:00:00,15.081649801000001,H101,7,3,2,Evening User,0
2024-01-04 08:00:00,19.828720674,H101,8,3,2,Evening User,0
2024-01-04 09:00:00,16.569634422999997,H101,9,3,2,Evening User,0
2024-01-04 10:00:00,15.843072783999999,H101,10,3,2,Evening User,0
2024-01-04 11:00:00,17.681821993,H101,11,3,2,Evening User,0
2024-01-04 12:00:00,20.762455955,H101,12,3,2,Evening User,0
2024-01-04 13:00:00,20.340267413,H101,13,3,2,Evening User,0
2024-01-04 14:00:00,15.117893348000003,H101,14,3,2,Evening User,0
2024-01-04 15:00:00,16.679294842,H101,15,3,2,Evening User,0
2024-01-04 16:00:00,16.665930890000002,H101,16,3,2,Evening User,0
2024-01-04 17:00:00,16.670445281000003,H101,17,3,2,Evening User,0
2024-01-04 18:00:00,17.118699689000003,H101,18,3,2,Evening User,0
2024-01-04 19:00:00,22.235989316,H101,19,3,2,Evening User,0
2024-01-04 20:00:00,28.081096285,H101,20,3,2,Evening User,0
2024-01-04 21:00:00,8.384874734,H101,21,3,2,Evening User,0
2024-01-04 22:00:00,7.095047028,H101,22,3,2,Evening User,0
2024-01-04 23:00:00,11.594256326,H101,23,3,2,Evening User,0
2024-01-05 00:00:00,12.346252606,H101,0,4,0,Daytime User,0
2024-01-05 01:00:00,12.543975737,H101,1,4,0,Daytime User,0
2024-01-05 02:00:00,16.537856805,H101,2,4,0,Daytime User,0
2024-01-05 03:00:00,10.695626431,H101,3,4,0,Daytime User,0
2024-01-05 04:00:00,17.239622830000002,H101,4,4,0,Daytime User,0
2024-01-05 05:00:00,13.060048282,H101,5,4,0,Daytime User,0
2024-01-05 06:00:00,18.734100176000002,H101,6,4,2,Evening User,0
2024-01-05 07:00:00,19.584805276,H101,7,4,2,Evening User,0
2024-01-05 08:00:00,20.706499869,H101,8,4,2,Evening User,0
2024-01-05 09:00:00,17.616745531000003,H101,9,4,2,Evening User,0
2024-01-05 10:00:00,18.497678905,H101,10,4,2,Evening User,0
2024-01-05 11:00:00,15.039089592000003,H101,11,4,2,Evening User,0
2024-01-05 12:00:00,20.445310320000004,H101,12,4,2,Evening User,0
2024-01-05 13:00:00,20.694552932,H101,13,4,2,Evening User,0
2024-01-05 14:00:00,16.415409824,H101,14,4,2,Evening User,0
2024-01-05 15:00:00,16.346989119,H101,15,4,2,Evening User,0
2024-01-05 16:00:00,14.437724734000003,H101,16,4,2,Evening User,0
2024-01-05 17:00:00,26.520735627,H101,17,4,2,Evening User,0
2024-01-05 18:00:00,14.597174473000003,H101,18,4,2,Evening User,0
2024-01-05 19:00:00,15.402959254000002,H101,19,4,2,Evening User,0
2024-01-05 20:00:00,19.361347138,H101,20,4,2,Evening User,0
2024-01-05 21:00:00,19.880635473,H101,21,4,2,Evening User,0
2024-01-05 22:00:00,23.181141072,H101,22,4,2,Evening User,0
2024-01-05 23:00:00,15.940684766000002,H101,23,4,2,Evening User,0
2024-01-06 00:00:00,15.265520608000001,H101,0,5,0,Daytime User,0
2024-01-06 01:00:00,17.046681546000002,H101,1,5,0,Daytime User,0
2024-01-06 02:00:00,19.273322932,H101,2,5,0,Daytime User,0
2024-01-06 03:00:00,15.473752300000001,H101,3,5,0,Daytime User,0
2024-01-06 04:00:00,18.49537733,H101,4,5,0,Daytime User,0
2024-01-06 05:00:00,13.742646747000002,H101,5,5,0,Daytime User,0
2024-01-06 06:00:00,19.903448784000002,H101,6,5,2,Evening User,0
2024-01-06 07:00:00,16.557693240000003,H101,7,5,0,Daytime User,0
2024-01-06 08:00:00,17.829843103,H101,8,5,2,Evening User,0
2024-01-06 09:00:00,24.364592258000002,H101,9,5,2,Evening User,0
2024-01-06 10:00:00,16.350217118,H101,10,5,2,Evening User,0
2024-01-06 11:00:00,13.644123584000003,H101,11,5,0,Daytime User,0
2024-01-06 12:00:00,15.817467057000002,H101,12,5,2,Evening User,0
2024-01-06 13:00:00,15.639924310000001,H101,13,5,2,Evening User,0
2024-01-06 14:00:00,14.143872118,H101,14,5,2,Evening User,0
2024-01-06 15:00:00,15.702330532000001,H101,15,5,2,Evening User,0
2024-01-06 16:00:00,26.022476251,H101,16,5,2,Evening User,0
2024-01-06 17:00:00,17.463248996,H101,17,5,2,Evening User,0
2024-01-06 18:00:00,18.607299677,H101,18,5,2,Evening User,0
2024-01-06 19:00:00,19.364780719000002,H101,19,5,2,Evening User,0
2024-01-06 20:00:00,26.145247574,H101,20,5,2,Evening User,0
2024-01-06 21:00:00,20.546702580999998,H101,21,5,2,Evening User,0
2024-01-06 22:00:00,18.225090409,H101,22,5,2,Evening User,0
2024-01-06 23:00:00,16.318473266,H101,23,5,2,Evening User,0
2024-01-07 00:00:00,16.975548811,H101,0,6,0,Daytime User,0
2024-01-07 01:00:00,19.858678738,H101,1,6,0,Daytime User,0
2024-01-07 02:00:00,18.464930781,H101,2,6,0,Daytime User,0
2024-01-07 03:00:00,18.528006445000003,H101,3,6,0,Daytime User,0
2024-01-07 04:00:00,19.992603460999998,H101,4,6,0,Daytime User,0
2024-01-07 05:00:00,16.626227288,H101,5,6,0,Daytime User,0
2024-01-07 06:00:00,18.428985873000002,H101,6,6,0,Daytime User,0
2024-01-07 07:00:00,15.761194850000003,H101,7,6,0,Daytime User,0
2024-01-07 08:00:00,17.708425925,H101,8,6,0,Daytime User,0
2024-01-07 09:00:00,16.622745660000003,H101,9,6,0,Daytime User,0
2024-01-07 10:00:00,18.915357973,H101,10,6,2,Evening User,0
2024-01-07 11:00:00,16.508463293,H101,11,6,2,Evening User,0
2024-01-07 12:00:00,13.245752282000002,H101,12,6,0,Daytime User,0
2024-01-07 13:00:00,11.599689783,H101,13,6,0,Daytime User,0
2024-01-07 14:00:00,13.852086290000003,H101,14,6,2,Evening User,0
2024-01-07 15:00:00,13.162219198000003,H101,15,6,2,Evening User,0
2024-01-07 16:00:00,15.550125362000001,H101,16,6,2,Evening User,0
2024-01-07 17:00:00,15.691443736000002,H101,17,6,2,Evening User,0
2024-01-07 18:00:00,15.992620280000002,H101,18,6,2,Evening User,0
2024-01-07 19:00:00,16.243479984000004,H101,19,6,2,Evening User,0
2024-01-07 20:00:00,15.789094060000002,H101,20,6,2,Evening User,0
2024-01-07 21:00:00,15.909263423,H101,21,6,2,Evening User,0
2024-01-07 22:00:00,15.007519882000002,H101,22,6,2,Evening User,0
2024-01-07 23:00:00,19.76066463,H101,23,6,2,Evening User,0
2024-01-08 00:00:00,18.357086955,H101,0,0,1,Daytime User,0
2024-01-08 01:00:00,12.623422877000001,H101,1,0,1,Daytime User,0
2024-01-08 02:00:00,13.555136316,H101,2,0,1,Daytime User,0
2024-01-08 03:00:00,16.288837395,H101,3,0,1,Daytime User,0
2024-01-08 04:00:00,14.971321262000004,H101,4,0,1,Daytime User,0
2024-01-08 05:00:00,17.435866408000003,H101,5,0,1,Daytime User,0
2024-01-08 06:00:00,13.928935498000001,H101,6,0,1,Daytime User,0
2024-01-08 07:00:00,14.211116553999998,H101,7,0,1,Daytime User,0
2024-01-08 08:00:00,19.447155348000003,H101,8,0,1,Daytime User,0
2024-01-08 09:00:00,16.872695760000003,H101,9,0,1,Daytime User,0
2024-01-08 10:00:00,12.072545677,H101,10,0,1,Daytime User,0
2024-01-08 11:00:00,13.433112694000002,H101,11,0,1,Daytime User,0
2024-01-08 12:00:00,15.573075330000002,H101,12,0,1,Daytime User,0
2024-01-08 13:00:00,14.505080775000001,H101,13,0,1,Daytime User,0
2024-01-08 14:00:00,15.289910150000003,H101,14,0,1,Daytime User,0
2024-01-08 15:00:00,13.309762779000001,H101,15,0,1,Daytime User,0
2024-01-08 16:00:00,16.095708740000003,H101,16,0,2,Evening User,0
2024-01-08 17:00:00,16.096592924000003,H101,17,0,2,Evening User,0
2024-01-08 18:00:00,13.570975866000001,H101,18,0,2,Evening User,0
2024-01-08 19:00:00,21.048307783000002,H101,19,0,2,Evening User,0
2024-01-08 20:00:00,19.167700406,H101,20,0,2,Evening User,0
2024-01-08 21:00:00,13.379967924,H101,21,0,2,Evening User,0
2024-01-08 22:00:00,13.407445446,H101,22,0,2,Evening User,0
2024-01-08 23:00:00,17.519215971,H101,23,0,2,Evening User,0
2024-01-09 00:00:00,14.260129913,H101,0,1,1,Daytime User,0
2024-01-09 01:00:00,13.967137599,H101,1,1,1,Daytime User,0
2024-01-09 02:00:00,16.942036579,H101,2,1,1,Daytime User,0
2024-01-09 03:00:00,13.349182658000002,H101,3,1,1,Daytime User,0
2024-01-09 04:00:00,14.97856117,H101,4,1,1,Daytime User,0
2024-01-09 05:00:00,12.289164563,H101,5,1,1,Daytime User,0
2024-01-09 06:00:00,20.724430356000003,H101,6,1,2,Evening User,0
2024-01-09 07:00:00,15.348916300000003,H101,7,1,1,Daytime User,0
2024-01-09 08:00:00,13.241033842,H101,8,1,1,Daytime User,0
2024-01-09 09:00:00,13.136748658000002,H101,9,1,1,Daytime User,0
2024-01-09 10:00:00,13.779502385,H101,10,1,1,Daytime User,0
2024-01-09 11:00:00,15.44273823,H101,11,1,1,Daytime User,0
2024-01-09 12:00:00,10.927047564000002,H101,12,1,1,Daytime User,0
2024-01-09 13:00:00,15.73212851,H101,13,1,2,Evening User,0
2024-01-09 14:00:00,10.678808617,H101,14,1,1,Daytime User,0
2024-01-09 15:00:00,17.218122200000003,H101,15,1,2,Evening User,0
2024-01-09 16:00:00,12.364122879,H101,16,1,2,Evening User,0
2024-01-09 17:00:00,13.619468069,H101,17,1,2,Evening User,0
2024-01-09 18:00:00,13.636129696000001,H101,18,1,2,Evening User,0
2024-01-09 19:00:00,11.157459992000001,H101,19,1,2,Evening User,0
2024-01-09 20:00:00,17.834639037000002,H101,20,1,2,Evening User,0
2024-01-09 21:00:00,20.785906316,H101,21,1,2,Evening User,0
2024-01-09 22:00:00,10.47900787,H101,22,1,2,Evening User,0
2024-01-09 23:00:00,13.467311683000002,H101,23,1,2,Evening User,0
2024-01-10 00:00:00,16.237056528,H101,0,2,1,Daytime User,0
2024-01-10 01:00:00,10.934429348,H101,1,2,1,Daytime User,0
2024-01-10 02:00:00,17.059239458,H101,2,2,1,Daytime User,0
2024-01-10 03:00:00,12.789678185000001,H101,3,2,1,Daytime User,0
2024-01-10 04:00:00,12.712534451,H101,4,2,1,Daytime User,0
2024-01-10 05:00:00,14.074937385,H101,5,2,1,Daytime User,0
2024-01-10 06:00:00,15.681086200000003,H101,6,2,1,Daytime User,0
2024-01-10 07:00:00,14.972004511000003,H101,7,2,1,Daytime User,0
2024-01-10 08:00:00,15.183317668,H101,8,2,1,Daytime User,0
2024-01-10 09:00:00,19.611941356000003,H101,9,2,2,Evening User,0
2024-01-10 10:00:00,18.351712324,H101,10,2,2,Evening User,0
2024-01-10 11:00:00,10.475535215999999,H101,11,2,1,Daytime User,0
2024-01-10 12:00:00,12.526255226,H101,12,2,2,Evening User,0
2024-01-10 13:00:00,14.882592102,H101,13,2,2,Evening User,0
2024-01-10 14:00:00,11.535558917,H101,14,2,2,Evening User,0
2024-01-10 15:00:00,14.520960922999999,H101,15,2,2,Evening User,0
2024-01-10 16:00:00,14.542339991999999,H101,16,2,2,Evening User,0
2024-01-10 17:00:00,13.045253358,H101,17,2,2,Evening User,0
2024-01-10 18:00:00,18.921402528,H101,18,2,2,Evening User,0
2024-01-10 19:00:00,18.109897430000004,H101,19,2,2,Evening User,0
2024-01-10 20:00:00,27.039365424,H101,20,2,2,Evening User,0
2024-01-10 21:00:00,16.741587574,H101,21,2,2,Evening User,0
2024-01-10 22:00:00,21.67337311,H101,22,2,2,Evening User,0
2024-01-10 23:00:00,11.462481876000002,H101,23,2,2,Evening User,0
2024-01-11 00:00:00,10.466929126,H101,0,3,0,Daytime User,0
2024-01-11 01:00:00,11.816098198,H101,1,3,0,Daytime User,0
2024-01-11 02:00:00,16.474198045,H101,2,3,0,Daytime User,0
2024-01-11 03:00:00,9.351551456,H101,3,3,0,Daytime User,0
2024-01-11 04:00:00,15.142468018999999,H101,4,3,0,Daytime User,0
2024-01-11 05:00:00,12.323707426000002,H101,5,3,0,Daytime User,0
2024-01-11 06:00:00,14.362543358,H101,6,3,0,Daytime User,0
2024-01-11 07:00:00,13.003358522000001,H101,7,3,0,Daytime User,0
2024-01-11 08:00:00,16.38530714,H101,8,3,2,Evening User,0
2024-01-11 09:00:00,11.619494717000002,H101,9,3,0,Daytime User,0
2024-01-11 10:00:00,11.057405242,H101,10,3,0,Daytime User,0
2024-01-11 11:00:00,14.697901984000001,H101,11,3,2,Evening User,0
2024-01-11 12:00:00,15.272887168,H101,12,3,2,Evening User,0
2024-01-11 13:00:00,13.635887113999999,H101,13,3,2,Evening User,0
2024-01-11 14:00:00,12.365252932,H101,14,3,2,Evening User,0
2024-01-11 15:00:00,16.518220824,H101,15,3,2,Evening User,0
2024-01-11 16:00:00,12.226261675,H101,16,3,2,Evening User,0
2024-01-11 17:00:00,11.557166846,H101,17,3,2,Evening User,0
2024-01-11 18:00:00,13.766003334,H101,18,3,2,Evening User,0
2024-01-11 19:00:00,10.088745051,H101,19,3,2,Evening User,0
2024-01-11 20:00:00,26.552729337,H101,20,3,2,Evening User,0
2024-01-11 21:00:00,18.952767989,H101,21,3,2,Evening User,0
2024-01-11 22:00:00,13.942277708,H101,22,3,2,Evening User,0
2024-01-11 23:00:00,11.284865669000002,H101,23,3,2,Evening User,0
2024-01-12 00:00:00,11.562942437000002,H101,0,4,0,Daytime User,0
2024-01-12 01:00:00,10.523765942,H101,1,4,0,Daytime User,0
2024-01-12 02:00:00,8.823512184,H101,2,4,0,Daytime User,0
2024-01-12 03:00:00,12.828238623,H101,3,4,0,Daytime User,0
2024-01-12 04:00:00,10.031829129,H101,4,4,0,Daytime User,0
2024-01-12 05:00:00,13.405200995000001,H101,5,4,0,Daytime User,0
2024-01-12 06:00:00,9.699139448,H101,6,4,0,Daytime User,0
2024-01-12 07:00:00,12.528909966,H101,7,4,0,Daytime User,0
2024-01-12 08:00:00,15.542824525000002,H101,8,4,2,Evening User,0
2024-01-12 09:00:00,12.318864201,H101,9,4,0,Daytime User,0
2024-01-12 10:00:00,9.732870422000001,H101,10,4,0,Daytime User,0
2024-01-12 11:00:00,13.027221173000001,H101,11,4,2,Evening User,0
2024-01-12 12:00:00,9.968373076999999,H101,12,4,0,Daytime User,0
2024-01-12 13:00:00,11.363737201,H101,13,4,2,Evening User,0
2024-01-12 14:00:00,10.381534948,H101,14,4,2,Evening User,0
2024-01-12 15:00:00,13.327440532,H101,15,4,2,Evening User,0
2024-01-12 16:00:00,11.321001917,H101,16,4,2,Evening User,0
2024-01-12 17:00:00,19.581464594,H101,17,4,2,Evening User,0
2024-01-12 18:00:00,11.950292118,H101,18,4,2,Evening User,0
2024-01-12 19:00:00,12.702925469,H101,19,4,2,Evening User,0
2024-01-12 20:00:00,18.461524116,H101,20,4,2,Evening User,0
2024-01-12 21:00:00,16.428798294,H101,21,4,2,Evening User,0
2024-01-12 22:00:00,22.440472909,H101,22,4,2,Evening User,0
2024-01-12 23:00:00,7.309661175999999,H101,23,4,2,Evening User,0
2024-01-13 00:00:00,2.1206390280000003,H101,0,5,0,Daytime User,0
2024-01-13 01:00:00,2.995901079,H101,1,5,0,Daytime User,0
2024-01-13 02:00:00,6.9079209740000005,H101,2,5,0,Daytime User,0
2024-01-13 03:00:00,8.363714502,H101,3,5,0,Daytime User,0
2024-01-13 04:00:00,5.114466261,H101,4,5,0,Daytime User,0
2024-01-13 05:00:00,8.795706890000002,H101,5,5,0,Daytime User,0
2024-01-13 06:00:00,6.85545961,H101,6,5,0,Daytime User,0
2024-01-13 07:00:00,9.182307449,H101,7,5,0,Daytime User,0
2024-01-13 08:00:00,17.172061767000002,H101,8,5,0,Daytime User,0
2024-01-13 09:00:00,9.697146406,H101,9,5,0,Daytime User,0
2024-01-13 10:00:00,9.45868956,H101,10,5,0,Daytime User,0
2024-01-13 11:00:00,12.501699077000001,H101,11,5,0,Daytime User,0
2024-01-13 12:00:00,11.406342522000001,H101,12,5,0,Daytime User,0
2024-01-13 13:00:00,11.741643593000001,H101,13,5,0,Daytime User,0
2024-01-13 14:00:00,10.646886422,H101,14,5,0,Daytime User,0
2024-01-13 15:00:00,14.763455913,H101,15,5,2,Evening User,0
2024-01-13 16:00:00,14.046133521000002,H101,16,5,2,Evening User,0
2024-01-13 17:00:00,11.995738166,H101,17,5,2,Evening User,0
2024-01-13 18:00:00,13.555644515000001,H101,18,5,2,Evening User,0
2024-01-13 19:00:00,11.861544586,H101,19,5,2,Evening User,0
2024-01-13 20:00:00,21.124982104000004,H101,20,5,2,Evening User,0
2024-01-13 21:00:00,14.094289063000002,H101,21,5,2,Evening User,0
2024-01-13 22:00:00,12.025685027000002,H101,22,5,2,Evening User,0
2024-01-13 23:00:00,9.357904514,H101,23,5,2,Evening User,0
2024-01-14 00:00:00,10.06254702,H101,0,6,0,Daytime User,0
2024-01-14 01:00:00,13.195793236,H101,1,6,0,Daytime User,0
2024-01-14 02:00:00,14.963534404,H101,2,6,0,Daytime User,0
2024-01-14 03:00:00,12.723468933000001,H101,3,6,0,Daytime User,0
2024-01-14 04:00:00,9.884481342,H101,4,6,0,Daytime User,0
2024-01-14 05:00:00,12.252653379,H101,5,6,0,Daytime User,0
2024-01-14 06:00:00,9.190665929,H101,6,6,0,Daytime User,0
2024-01-14 07:00:00,12.866429716,H101,7,6,0,Daytime User,0
2024-01-14 08:00:00,10.397893251000001,H101,8,6,0,Daytime User,0
2024-01-14 09:00:00,11.336504181,H101,9,6,0,Daytime User,0
2024-01-14 10:00:00,10.184723523,H101,10,6,0,Daytime User,0
2024-01-14 11:00:00,8.981201952,H101,11,6,0,Daytime User,0
2024-01-14 12:00:00,14.638834736000002,H101,12,6,0,Daytime User,0
2024-01-14 13:00:00,14.950003375000001,H101,13,6,2,Evening User,0
2024-01-14 14:00:00,9.342557854,H101,14,6,0,Daytime User,0
2024-01-14 15:00:00,11.092127327,H101,15,6,0,Daytime User,0
2024-01-14 16:00:00,12.631219697,H101,16,6,2,Evening User,0
2024-01-14 17:00:00,10.589753246999999,H101,17,6,2,Evening User,0
2024-01-14 18:00:00,8.580661091,H101,18,6,2,Evening User,0
2024-01-14 19:00:00,17.723562013000002,H101,19,6,2,Evening User,0
2024-01-14 20:00:00,14.652447237,H101,20,6,2,Evening User,0
2024-01-14 21:00:00,14.258850792000002,H101,21,6,2,Evening User,0
2024-01-14 22:00:00,12.574237920000002,H101,22,6,2,Evening User,0
2024-01-14 23:00:00,12.273269452000001,H101,23,6,2,Evening User,0
2024-01-15 00:00:00,14.52461731,H101,0,0,1,Daytime User,0
2024-01-15 01:00:00,10.9608639,H101,1,0,1,Daytime User,0
2024-01-15 02:00:00,13.560453025000001,H101,2,0,1,Daytime User,0
2024-01-15 03:00:00,10.91465578,H101,3,0,1,Daytime User,0
2024-01-15 04:00:00,10.187739262000001,H101,4,0,1,Daytime User,0
2024-01-15 05:00:00,14.110870053000001,H101,5,0,1,Daytime User,0
2024-01-15 06:00:00,10.972392578000001,H101,6,0,1,Daytime User,0
2024-01-15 07:00:00,11.235152359,H101,7,0,1,Daytime User,0
2024-01-15 08:00:00,21.102706127,H101,8,0,1,Daytime User,0
2024-01-15 09:00:00,11.834833816,H101,9,0,1,Daytime User,0
2024-01-15 10:00:00,9.267762506,H101,10,0,1,Daytime User,0
2024-01-15 11:00:00,11.307052592,H101,11,0,1,Daytime User,0
2024-01-15 12:00:00,13.873268374000002,H101,12,0,1,Daytime User,0
2024-01-15 13:00:00,11.465552761000001,H101,13,0,1,Daytime User,0
2024-01-15 14:00:00,12.564868962,H101,14,0,1,Daytime User,0
2024-01-15 15:00:00,16.973826586,H101,15,0,2,Evening User,0
2024-01-15 16:00:00,12.303772131,H101,16,0,1,Daytime User,0
2024-01-15 17:00:00,17.401301102,H101,17,0,2,Evening User,0
2024-01-15 18:00:00,13.379724327,H101,18,0,2,Evening User,0
2024-01-15 19:00:00,14.232748206000002,H101,19,0,2,Evening User,0
2024-01-15 20:00:00,19.28980778,H101,20,0,2,Evening User,0
2024-01-15 21:00:00,20.059751628,H101,21,0,2,Evening User,0
2024-01-15 22:00:00,12.250976691000002,H101,22,0,2,Evening User,0
2024-01-15 23:00:00,12.266337678000001,H101,23,0,2,Evening User,0
2024-01-16 00:00:00,14.962566059,H101,0,1,1,Daytime User,0
2024-01-16 01:00:00,11.827053192000001,H101,1,1,1,Daytime User,0
2024-01-16 02:00:00,14.517322917000001,H101,2,1,1,Daytime User,0
2024-01-16 03:00:00,13.122802078000001,H101,3,1,1,Daytime User,0
2024-01-16 04:00:00,11.592456991999999,H101,4,1,1,Daytime User,0
2024-01-16 05:00:00,13.378998757000002,H101,5,1,1,Daytime User,0
2024-01-16 06:00:00,12.699891307000001,H101,6,1,1,Daytime User,0
2024-01-16 07:00:00,13.142618981000002,H101,7,1,1,Daytime User,0
2024-01-16 08:00:00,19.986357084000005,H101,8,1,2,Evening User,0
2024-01-16 09:00:00,11.45968366,H101,9,1,1,Daytime User,0
2024-01-16 10:00:00,12.167800444000001,H101,10,1,1,Daytime User,0
2024-01-16 11:00:00,14.55695279,H101,11,1,1,Daytime User,0
2024-01-16 12:00:00,9.133563136,H101,12,1,1,Daytime User,0
2024-01-16 13:00:00,14.169748364,H101,13,1,2,Evening User,0
2024-01-16 14:00:00,10.185615330000001,H101,14,1,1,Daytime User,0
2024-01-16 15:00:00,9.302956906000002,H101,15,1,1,Daytime User,0
2024-01-16 16:00:00,10.909550885000002,H101,16,1,2,Evening User,0
2024-01-16 17:00:00,10.487990218,H101,17,1,2,Evening User,0
2024-01-16 18:00:00,15.930681428000002,H101,18,1,2,Evening User,0
2024-01-16 19:00:00,16.873741425,H101,19,1,2,Evening User,0
2024-01-16 20:00:00,16.790918610000002,H101,20,1,2,Evening User,0
2024-01-16 21:00:00,17.819018927000002,H101,21,1,2,Evening User,0
